"age","income","gender","web_visits","purchased"
57,1237.92619933374,0,3,1
62,5075.52319648676,1,41,0
20,8491.25961889513,1,50,0
23,3248.7575316336,1,4,0
53,9832.65046472661,1,13,1
36,6981.61421646364,0,50,0
66,5082.87501824088,1,11,1
48,9720.64121509902,1,1,0
43,8792.08300146274,1,11,0
57,6955.75482770801,1,7,0
42,9012.0541206561,0,27,1
36,6647.39095093682,0,40,0
35,5863.07222559117,0,3,0
43,9698.42361449264,1,26,1
69,5644.19747609645,1,39,0
60,5438.77771799453,1,33,1
59,9819.30122780614,0,14,1
32,6573.36254999973,0,29,0
45,3946.13999756984,0,12,0
57,6946.9815378543,0,2,1
65,2068.11744417064,0,44,0
32,1214.90136906505,1,34,0
34,9030.48402513377,0,18,0
61,8987.42408049293,0,22,0
25,3473.5780574847,0,12,0
33,7840.28220409527,0,19,1
34,1630.09830354713,0,33,0
51,7567.71159148775,1,30,0
50,4315.35954657011,0,12,0
36,1329.51287692413,0,1,0
44,2798.94260363653,0,14,0
39,6372.27997626178,0,46,0
58,2440.47509180382,1,11,0
44,1911.46520385519,0,46,0
45,9895.82327846438,1,24,0
51,7002.37619690597,0,30,1
47,5536.57905501314,0,26,0
20,2706.51378156617,0,34,0
41,7404.85283266753,1,19,1
18,4156.8559827283,1,28,1
56,1157.29452250525,0,18,0
58,1753.13152442686,0,39,1
66,5870.11725502089,1,37,1
43,3956.96625020355,0,21,0
28,1323.26788338833,1,1,0
52,1584.86200193875,0,4,0
59,7138.65268020891,1,45,1
34,2828.00732855685,0,3,0
49,7892.06158695742,0,47,0
62,4257.1179238148,1,9,0
64,4012.64807535335,0,6,0
59,4309.290608624,0,39,0
30,3661.40969516709,0,19,0
31,7317.34968628734,0,43,0
37,9165.0275667198,1,0,0
23,2998.52775665931,1,49,0
42,2238.02888719365,0,34,0
32,7521.79692778736,1,48,0
41,6593.35762192495,0,46,1
48,6421.55943135731,1,7,0
53,7198.31637665629,1,36,0
40,4721.26720543019,0,44,0
18,7930.52953109145,0,21,0
43,9049.57687528804,1,10,1
54,5077.56773754954,0,30,1
62,9091.93064458668,1,39,1
18,6067.21736863256,0,26,0
30,4212.50964677893,0,20,0
34,2482.93280089274,0,35,1
20,7938.76049295068,1,43,0
68,8438.67339193821,1,23,0
33,3952.35326141119,1,28,0
41,3499.44746051915,1,9,1
35,7356.60028643906,0,43,1
34,2374.59314637817,0,46,1
50,4978.16595574841,1,8,1
40,4210.89493180625,1,2,0
68,5817.70817330107,1,25,0
21,3019.44970991462,1,25,1
27,3518.9647891093,1,11,1
53,8738.01488545723,0,0,1
33,2014.28686291911,1,46,0
24,3335.39344649762,1,37,0
23,6987.93472466059,1,46,0
21,9920.11050088331,0,30,1
40,3720.07588227279,0,19,0
32,4903.83107890375,0,50,0
52,2444.6882030461,1,17,0
62,8407.24040218629,1,24,0
33,2872.81496915966,1,32,0
65,3564.69368678518,1,7,0
55,5915.88001139462,1,36,0
19,6301.40863591805,0,42,0
57,4980.27860396542,1,20,0
36,8840.61842644587,1,4,0
41,2045.23418424651,0,10,1
69,9246.52709113434,1,41,0
44,1953.68915004656,1,22,1
68,4671.61325737834,0,20,0
52,8157.56184002385,0,17,1
57,1492.5516936928,0,20,0
53,8148.68849748746,0,1,1
57,4444.39636636525,0,49,0
30,4610.46026227996,0,27,0
65,4522.76570256799,1,32,0
28,1175.64084473997,0,49,1
24,5391.13331446424,0,1,0
70,2781.78557916544,0,2,1
30,8757.99405691214,1,26,0
29,6167.49946819618,1,44,0
43,2416.12212592736,0,10,0
37,8555.56810088456,1,8,1
69,1461.54951700009,0,39,0
68,8396.31593879312,1,25,0
51,8023.59357569367,1,33,0
50,7312.63180845417,1,10,0
50,5398.73203146271,1,24,1
49,1686.43814790994,1,16,0
42,6752.59730126709,0,34,0
54,7771.98954788037,0,26,0
52,1830.29926451854,0,30,1
28,9066.29760703072,1,32,0
18,3164.94147758931,0,9,1
50,5397.17009314336,0,43,0
30,4715.65437084064,0,14,1
39,1229.66168262064,1,26,1
31,9836.54432184994,0,0,1
45,3501.78300449625,0,35,1
33,9624.0454451181,0,33,1
41,5948.01873434335,1,14,0
51,5628.5603987053,1,23,1
49,2456.75984094851,1,10,1
40,8708.91558309086,1,17,0
68,9874.20044722967,1,47,1
24,3565.82443485968,0,22,0
55,4699.95868508704,0,26,0
23,4176.30572593771,0,29,0
46,2181.53956416063,1,34,1
37,5180.17381196842,0,39,0
47,2682.45000601746,0,44,1
42,1703.78843182698,1,32,1
57,1270.60531405732,0,13,0
25,5473.72958576307,0,4,0
63,6638.50456406362,0,26,0
50,6328.69305927306,1,11,1
61,6273.97245401517,0,32,0
61,2184.36044966802,0,33,0
63,7090.22724046372,1,30,1
33,1636.80844660848,1,29,0
44,4437.91158124804,0,5,0
45,9989.1825420782,0,26,0
45,1418.2914912235,1,23,0
43,3851.60426888615,1,27,0
32,1471.61611774936,1,34,1
70,7067.06211809069,1,17,1
62,2297.2904429771,1,23,0
18,3721.91764623858,0,33,0
28,1635.93580876477,1,2,1
51,9454.24181851558,0,27,1
59,9959.00239958428,1,9,0
55,4181.21309555136,0,5,1
67,7112.6859318465,0,36,0
49,7109.43423537537,0,11,1
50,9427.96949949116,1,12,0
60,7958.39695353061,1,40,1
55,2352.73559461348,0,21,0
39,3661.95292212069,0,45,1
62,4156.17275284603,1,9,0
44,3367.70687554963,0,33,0
56,2609.61692943238,1,34,0
52,8709.86710092984,1,40,0
46,6337.80723484233,1,19,0
38,9163.30440877937,1,41,0
54,9186.51681975462,0,40,1
46,6277.62300125323,1,31,1
28,7444.41885850392,0,12,1
54,1938.43889329582,0,47,0
70,4971.07819537632,1,21,0
19,8158.50410005078,1,13,0
30,1736.34131089784,1,18,0
35,3047.2960434854,0,49,1
48,4368.79352969117,1,8,0
39,4913.57532842085,0,20,0
40,7251.45573168993,0,23,0
44,9222.5468098186,1,31,0
58,3484.02448417619,1,35,0
58,1450.91739972122,0,35,0
18,5154.56064790487,0,7,0
32,7947.69102311693,0,37,1
21,5568.16468131728,1,15,0
40,6537.30426891707,1,27,0
60,7685.73385081254,0,6,0
58,6458.43134378083,0,29,0
19,6140.51016326994,0,38,0
54,6430.88231422007,0,16,1
26,3859.67865260318,1,14,0
44,4430.80444191583,1,37,0
53,1699.44095658138,1,15,0
29,6045.35940825008,1,9,0
19,9099.86568335444,1,39,0
55,4310.395387467,1,22,0
64,7180.92756113037,0,23,0
43,6381.23848941177,1,49,0
33,9739.98412466608,0,23,1
30,3417.37264208496,0,28,0
35,6553.59317129478,1,23,1
23,6610.30613607727,1,27,1
62,2242.04829894006,0,24,1
38,9368.2739182841,0,28,0
61,9062.28335644118,1,12,1
65,2555.47217768617,1,19,0
36,4864.41767495126,1,49,0
37,3858.52555418387,1,43,0
37,3217.94112306088,0,4,0
58,3579.60402383469,0,7,1
31,5471.0382509511,0,23,0
67,8909.05877808109,1,23,0
21,1823.35199741647,1,12,0
49,4325.61393757351,1,14,1
34,6935.42761867866,0,43,0
38,8539.84801331535,1,44,0
38,3462.34021359123,1,18,0
32,5303.34612214938,1,35,0
53,2571.80525898002,1,35,0
64,3343.70285249315,0,5,1
62,5477.4364635814,1,25,0
33,8179.18930016458,1,11,0
67,6605.34639842808,0,32,0
52,3331.94484654814,0,12,1
26,8752.46886140667,0,17,0
40,3850.58159707114,0,49,0
62,6688.46590584144,1,20,0
22,3859.03774085455,0,25,0
21,4485.56727101095,1,22,0
24,8474.11461616866,1,43,1
69,7528.84514862671,0,1,0
44,9843.93540862948,1,19,0
53,8116.65109288879,0,46,0
58,1800.79963197932,0,28,1
53,7415.95328669064,0,47,1
31,2746.77928141318,1,43,1
65,5941.95725000463,0,41,1
58,2349.43185281008,1,1,0
33,6626.38445571065,1,50,0
65,1905.3121493198,1,6,0
55,3949.23980347812,1,27,1
69,6154.53215688467,0,17,0
25,2558.94497619011,1,8,0
37,6029.42904178053,0,17,0
56,6018.89868918806,0,49,0
47,4190.58113382198,1,9,0
57,3079.30458709598,0,49,0
42,3752.4873376824,1,47,1
23,7738.92968939617,1,29,1
29,7620.20048359409,1,23,0
62,6928.06038679555,1,15,0
53,1185.74797408655,0,37,0
35,7533.98138401099,1,34,0
18,9140.98793943413,1,29,0
32,7498.93002724275,0,36,0
51,5889.80215252377,0,14,0
64,3476.85911576264,1,8,0
22,8230.18510080874,0,13,1
65,6595.18377459608,0,39,0
64,5210.31729830429,0,22,1
24,4227.58296155371,0,50,0
36,5595.74038628489,1,34,1
44,4195.03730349243,0,41,1
70,4485.54893769324,1,11,0
33,9156.74410690553,0,27,0
64,3589.10245308653,0,25,0
26,7679.17921510525,1,47,1
44,8588.90595776029,0,27,0
33,4551.17887281813,1,35,1
27,5807.22087435424,0,14,0
62,4870.44003466144,0,35,1
53,2004.14897198789,0,14,0
50,6795.10348499753,0,15,1
20,6939.2216054257,0,8,0
38,7292.34915133566,0,22,1
50,2668.8946748618,0,45,0
41,4125.59089716524,1,49,0
67,1138.70044588111,0,43,1
23,3117.69914766774,0,47,0
70,5070.98428276367,0,38,1
35,5301.08165671118,1,4,0
67,5143.0127134081,0,9,0
62,6644.74073564634,1,3,0
43,7080.35709057003,1,22,0
47,2322.37171661109,1,49,0
69,9231.89485515468,1,6,1
48,8113.67234261706,1,17,0
41,8370.49555731937,0,25,0
49,5667.56860050373,0,26,0
38,2992.20081535168,1,26,0
67,3757.3853530921,1,41,1
50,7427.78841243125,0,31,1
21,2282.08328806795,1,35,1
21,5773.55776191689,1,36,1
43,7178.50391915999,0,7,0
66,7222.55587251857,1,39,1
53,9989.92992285639,0,44,1
23,4134.01529658586,0,35,0
25,8831.44450886175,1,2,1
53,3253.76626569778,0,1,1
48,3082.35542383045,0,21,0
45,8630.46325976029,0,43,0
60,8687.6930212602,0,29,0
66,5897.23225287162,0,24,1
34,7352.89061116055,1,1,0
61,7752.91161541827,0,14,0
33,2332.07215182483,1,30,0
46,3344.36946944334,0,31,0
33,4287.50826977193,1,48,0
66,1025.39546927437,0,1,0
38,9833.26697256416,0,31,0
25,3878.07846604846,1,37,0
28,8700.09686960839,1,44,0
61,6013.56074749492,1,24,1
34,3001.80862634443,0,14,0
19,9799.81757560745,1,41,0
42,8010.98173460923,0,37,0
49,5388.71423015371,0,4,1
26,5031.45191026852,0,50,0
58,1101.95685410872,1,21,0
62,9117.6189314574,1,4,0
50,3836.49569563568,1,1,0
27,3672.71070298739,1,2,0
19,2452.40743714385,1,12,0
41,8600.40110722184,0,33,0
20,7233.58575301245,1,48,0
46,2994.96678053401,0,11,0
38,4593.23002188466,1,17,0
48,8329.30035772733,1,7,1
32,7656.82005463168,1,36,0
66,5532.30996313505,1,25,0
23,8347.57013223134,0,6,1
66,5734.79595244862,0,21,1
52,2592.78781758621,0,9,1
63,7687.60181241669,1,24,0
39,8692.36276391894,1,14,1
33,6429.57121902145,1,13,1
53,3116.9051299803,0,20,1
40,1662.26001596078,0,10,1
20,4846.67100873776,1,20,1
58,3543.89547766186,1,41,0
62,4237.12701979093,1,19,0
27,3295.15377129428,1,43,0
43,1159.59495888092,0,2,1
44,6865.68817473017,0,40,0
18,4243.35668911226,1,24,0
46,7413.76679390669,0,47,1
51,1171.93976091221,1,10,1
70,4258.93510994501,0,37,0
22,1604.59356568754,1,44,0
59,2490.42414361611,1,0,1
35,6214.6349477116,1,11,1
44,9903.08311092667,0,11,0
22,6680.42991752736,1,36,0
25,6777.40830671974,1,43,0
54,7773.40491814539,1,41,1
53,2028.84643198922,1,24,0
55,3283.59880018979,1,19,0
54,1754.16484544985,1,45,0
28,7214.71450780518,1,48,1
67,1639.37528501265,0,16,0
67,8869.4795507472,1,5,0
34,4055.58371637017,1,40,0
52,3907.66139165498,1,5,0
43,5557.46062844992,0,27,0
36,7426.77604407072,0,42,1
41,8641.129107913,1,0,0
58,1428.32425842062,1,45,0
30,6404.95453751646,1,32,1
55,4157.53055620007,0,35,0
25,1598.77496375702,0,29,1
21,5469.5757785812,0,11,0
36,8567.58786737919,1,1,0
22,7255.43157220818,0,13,0
47,5506.96421531029,0,16,1
32,2580.98675590008,0,12,1
18,3174.98674010858,1,11,0
47,4585.75461735018,1,1,1
50,5465.14647919685,1,31,0
25,5922.06413974054,0,20,0
62,5926.92987225018,1,41,0
50,8353.11468364671,0,36,0
23,4851.79721098393,1,25,0
54,8081.01435867138,0,22,0
27,2492.6099407021,1,14,0
20,4911.43027157523,1,39,0
58,3828.95558490418,0,3,0
48,6533.30532368273,0,47,0
48,4307.88849224336,1,45,1
39,6521.3867414277,0,29,0
68,2720.70941887796,0,42,0
20,2951.88494864851,1,17,0
58,9825.0699469354,0,50,0
44,9922.48392477632,1,30,0
57,1171.26984987408,1,15,1
63,6245.7403622102,1,30,1
33,2710.17128997482,1,34,0
63,7162.53772005439,0,27,0
21,1873.99378418922,1,17,0
41,1823.7762642093,0,47,0
39,5382.05431355163,1,19,0
59,4659.64217716828,1,33,1
28,2724.59153085947,0,20,1
68,4862.47471626848,1,10,1
19,8226.89531906508,0,35,0
61,8111.41656083055,0,32,0
48,7017.81726139598,0,3,0
26,7194.50849061832,1,39,1
67,7433.81032790057,0,38,1
41,4769.09075537696,0,9,1
42,4761.13982661627,0,21,1
18,7166.30607075058,1,36,1
39,3024.10686085932,0,32,1
58,6833.15398311242,0,10,1
69,1753.37441731244,1,12,0
62,8664.33394793421,1,38,0
43,3993.21884685196,1,38,0
65,8846.67069488205,0,12,0
34,3965.04736039788,0,29,0
45,7239.86807116307,0,46,0
58,3699.54291428439,0,42,0
39,2123.58246720396,0,21,1
20,6356.14962596446,0,48,1
46,4406.5378557425,0,1,0
69,6999.73239796236,1,20,0
66,4213.21849385276,0,42,0
32,1727.28454926983,0,19,0
50,9434.37057663687,1,28,0
56,8803.25294774957,0,16,1
46,4746.05962191708,1,32,1
31,3379.15574223734,1,21,0
51,3318.02481249906,1,30,0
51,8262.1927454602,1,0,0
36,9783.34526880644,0,14,1
42,1233.30873041414,0,24,0
52,9475.46137543395,1,33,0
68,6639.24517016858,1,48,0
36,5092.31030242518,1,49,0
57,3797.49808856286,0,13,0
43,7256.98789884336,0,31,0
43,2186.1350578256,1,7,0
52,2143.03221879527,0,8,0
51,1074.83600988053,1,50,0
34,7486.73977702856,0,21,0
30,5178.18829626776,1,13,1
20,3579.58660833538,0,41,0
37,1662.12489339523,1,12,0
26,4983.65046549588,1,9,1
53,6332.941129338,0,31,0
63,2810.61339587905,0,37,0
67,2130.54248737171,1,6,0
20,1149.87313514575,1,1,0
29,2033.87208282948,0,15,1
36,1728.09605160728,1,25,0
42,6314.60624421015,1,47,0
60,8201.7549299635,0,46,1
47,4270.97280113958,0,11,0
33,1797.25932772271,1,37,0
57,3321.22805528343,1,15,0
64,3473.55170687661,0,8,0
35,4778.47273484804,0,0,0
42,2526.20623470284,1,50,0
56,4661.13443044014,0,7,0
51,4981.47817794234,1,32,0
66,8179.67091803439,1,29,1
61,7512.21704948694,1,40,1
70,9172.84404137172,0,23,0
42,4304.82741282322,0,36,0
60,3074.86993377097,0,11,0
46,2517.89194205776,1,20,1
48,5198.27880873345,0,29,1
69,7513.29276617616,0,10,0
36,5145.50925698131,0,18,0
33,5909.4125831034,0,14,0
67,4635.24502608925,0,24,0
20,9317.93384440243,0,40,1
38,2551.58844171092,0,29,0
27,5186.02097942494,0,7,0
62,9112.47635725886,1,35,0
45,8589.22168938443,1,0,1
63,3828.60269001685,0,33,0
36,4162.30000997894,0,44,1
31,1619.66550373472,0,30,0
37,8426.16172297858,0,22,1
21,6510.29470912181,1,18,0
66,5873.57059703209,1,37,1
59,4221.94568323903,0,2,1
31,3667.37748659216,1,34,1
29,5099.68170430511,1,9,1
25,5753.92814935185,0,17,0
52,5861.73014668748,1,20,0
39,6354.14811340161,1,45,0
32,3103.33637939766,1,48,0
19,9590.07101831958,1,47,0
24,9146.9606552273,0,5,0
55,8624.05830179341,0,15,0
37,3744.11845160648,1,2,1
66,4036.04237991385,1,20,0
19,1807.49601405114,0,33,0
62,5367.23019066267,1,29,0
30,6180.74126588181,1,17,0
33,8000.71517936885,1,37,0
25,7533.46225921996,1,35,0
25,1600.30278563499,0,23,0
43,5963.99357309565,1,41,0
18,6262.58846744895,1,37,0
33,5704.44172201678,1,13,0
46,6370.06637221202,1,13,0
28,3051.81626137346,0,46,0
64,8923.48987353034,1,3,0
70,3086.49653661996,0,35,0
35,7630.663493881,0,43,0
50,3994.3785124924,0,29,0
47,8024.66507838108,0,28,1
64,2843.90517952852,1,37,0
64,6914.38246821053,0,31,0
68,4833.68342998438,1,13,1
47,8304.85240183771,0,0,0
20,7734.91501342505,1,9,0
39,9946.45886681974,1,20,0
30,3598.57106790878,1,44,1
50,5962.35234197229,1,4,0
62,9808.3847167436,1,49,0
63,8447.13220954873,1,27,0
65,6765.41063073091,0,5,1
41,8881.40249578282,1,45,0
47,8938.67677985691,1,22,0
62,1940.38085872307,1,16,1
28,3674.43271889351,0,13,0
45,5230.26607488282,1,9,0
36,8582.85996317863,0,35,0
68,4174.71829196438,0,29,0
68,1318.87318030931,1,4,0
49,2882.38875591196,1,7,0
64,3557.2035133373,0,41,0
64,2931.77655548789,0,6,0
33,1925.79461215064,1,4,0
21,3382.98971275799,0,20,0
48,1148.15096417442,1,36,0
56,3355.96342687495,0,42,0
37,4497.1430208534,1,12,1
31,8390.52384253591,1,37,0
58,4275.14656353742,1,45,1
41,7765.90555603616,0,25,0
20,3694.398812484,0,25,0
61,5227.52771549858,1,24,0
60,2444.70506953076,1,15,0
59,5548.87138633057,1,14,1
29,3268.06534826756,1,23,0
32,9721.60642687231,0,9,0
46,7514.51690332033,0,19,0
28,1819.2249557469,0,21,1
19,2013.36399652064,1,43,0
65,6151.62928169593,1,33,0
60,1358.3106151782,0,15,0
63,7683.03216644563,0,10,0
61,6482.07723954692,0,35,1
28,6421.92876944318,0,13,0
38,6861.48015130311,0,3,1
24,3954.81356792152,1,33,0
45,9589.47321679443,0,6,0
39,7088.90714100562,1,0,0
63,9130.52681926638,0,37,0
18,4818.31230828539,1,33,0
43,3158.48663263023,1,19,0
22,3436.26756826416,0,49,1
23,1985.22166023031,0,18,0
43,5465.59102181345,1,36,0
21,3867.27774678729,1,7,1
39,6147.9943562299,1,50,1
39,7381.97898142971,1,42,0
48,5596.92917694338,0,39,0
60,7507.64653389342,0,44,0
68,8932.91538232006,1,48,1
48,7265.58041409589,1,39,0
58,8404.49719387107,1,27,0
32,7850.92261317186,0,28,0
64,8198.45908391289,1,7,0
66,2021.58418344334,0,35,0
24,3284.10911769606,1,3,0
39,3467.08942507394,0,15,1
36,8335.51831752993,0,42,1
41,2052.364975214,0,9,0
62,5689.86484641209,0,45,1
28,6721.33913915604,0,46,1
57,8210.55465005338,1,17,0
29,8858.99776080623,0,26,0
30,6748.6633262597,0,8,1
26,2908.83176401258,1,46,0
33,3958.03678268567,0,38,0
38,6463.51470611989,0,23,1
53,6202.26767170243,0,37,1
63,7376.49690452963,1,25,1
58,3620.86936528794,0,24,0
51,2517.55362958647,1,9,0
19,4369.32216584682,1,29,1
21,1191.35685660876,1,28,1
63,9598.41746813618,0,6,0
64,1272.02847111039,1,16,0
43,9286.64301801473,1,45,0
53,1266.77323784679,0,49,0
54,4040.81986146048,1,16,0
58,2332.94853428379,1,9,0
63,3815.10479585268,0,46,1
23,9222.62377245352,1,6,1
49,8980.09832436219,1,2,1
55,7117.52260010689,1,16,0
69,5456.85744541697,0,32,0
39,4312.03792407177,1,9,0
46,6684.33544016443,0,40,0
51,4431.81292526424,0,38,1
68,5275.25381953456,0,12,0
48,3833.32792716101,1,36,0
68,8928.24957915582,0,2,0
50,5318.47127899528,0,20,0
18,6531.42982465215,1,48,0
46,5759.08172479831,0,12,1
61,4654.19251099229,0,35,0
29,5405.7901785709,0,33,0
51,8255.80353918485,1,7,0
51,2983.74264524318,1,23,0
65,8447.4116077181,0,10,0
50,2129.42902487703,1,20,0
59,7228.9689546451,0,39,0
45,1995.33553281799,0,25,1
66,9418.19861857221,0,35,0
27,6530.96467093565,1,21,0
44,4074.18049825355,1,27,0
58,3852.16152714565,0,10,0
36,4804.59805415012,1,44,0
62,5448.07537971064,1,38,0
57,3971.25393338501,0,26,0
61,9371.74126226455,0,3,0
45,8369.97057357803,1,22,1
70,6342.88884117268,1,35,0
38,5374.17519465089,0,38,0
42,2262.24093651399,0,45,0
31,4649.27311544307,0,19,0
26,9545.07276695222,0,26,0
38,1012.85745808855,0,7,0
28,8025.71323537268,1,21,1
49,5967.87558030337,1,38,0
45,2667.4171234481,1,21,1
56,4938.1125473883,0,31,1
70,3594.49378121644,1,10,0
51,9974.02728162706,1,49,1
65,5124.24665060826,1,27,0
25,2169.64682959951,1,31,0
20,8699.00345453061,1,18,1
45,8144.43050534464,1,35,1
28,1669.06276438385,0,10,1
23,7442.66870245337,0,0,1
45,9687.9654112272,0,37,0
58,5416.63234005682,0,43,0
50,2817.01771053486,1,45,1
47,6931.15908000618,1,19,0
64,4226.46831092425,1,45,1
18,8286.04490100406,1,21,0
27,8360.34176591784,1,27,0
49,4765.56115061976,1,36,1
19,2768.23204592802,0,15,1
33,3403.99957122281,0,4,1
36,5376.13791576587,1,6,1
41,3422.30724659748,0,42,0
53,2942.03769601882,0,31,0
26,1128.99590143934,0,31,1
48,6723.62814261578,0,12,0
41,4664.24811049365,1,38,0
24,8930.7635340374,0,48,1
24,5451.04640815407,0,35,0
66,5274.82020691969,0,26,0
27,9209.52498679981,0,35,0
53,5354.5815362595,1,26,0
45,7316.92122644745,1,27,0
23,6595.32135725021,0,3,1
44,8271.21219504625,1,22,1
56,7830.3184681572,0,6,0
52,2142.25615304895,0,22,0
64,5995.72333879769,1,10,0
24,7247.92178929783,0,44,1
36,7592.98333548941,0,17,1
18,2869.17029973119,1,14,0
70,3160.04648385569,0,50,0
49,6476.39317554422,0,33,0
44,5292.65389824286,1,30,0
66,9575.1018403098,0,45,0
37,7939.70276974142,1,44,0
60,1850.27931607328,0,25,0
21,8143.75238423236,0,4,0
24,5437.89932597429,0,30,1
29,6046.86122527346,1,3,0
26,5227.07252576947,1,18,1
24,6827.86929165013,0,21,1
36,7583.85767252184,1,9,0
50,7660.62092082575,0,8,0
43,9812.00334778987,0,16,1
57,7505.52136311308,0,3,0
34,1124.31619688869,0,15,1
36,4380.87803381495,0,9,1
37,8904.86139128916,1,29,0
45,9084.63619276881,1,3,0
44,3153.58343720436,1,8,0
52,3012.91342428885,1,3,1
38,5809.90959191695,0,8,0
52,3161.51519445702,1,5,0
22,8748.44950204715,0,6,1
69,8812.52105068415,0,36,0
18,9432.36921494827,0,46,1
30,6680.10743008927,0,37,0
28,9360.96373992041,1,26,1
69,5744.50244568288,1,39,0
20,9652.82001998276,0,32,0
60,4283.66477531381,1,0,0
55,1167.92486491613,0,8,0
24,8359.61858159862,0,8,0
67,3613.62787452526,0,44,1
27,6199.62472352199,1,32,0
31,4387.8776920028,0,28,0
21,3141.58987463452,1,9,0
38,7454.04724706896,1,26,0
50,1526.30784735084,1,22,0
27,2603.58984023333,0,13,0
30,9665.09211529046,1,4,0
33,3918.08728897013,0,25,1
45,2787.25438960828,0,26,0
26,5401.70484525152,1,41,0
47,1053.26898535714,0,16,0
67,1306.23291409574,0,44,1
24,1170.35390692763,0,1,0
68,6845.83777235821,1,0,0
67,9493.98896889761,0,22,1
70,5312.48891772702,0,20,1
46,5982.85686806776,1,1,1
60,8553.54449362494,1,36,0
63,8546.45033786073,0,17,1
47,2325.97551797517,0,38,0
59,1110.05334509537,1,43,1
21,5221.78266686387,1,4,0
22,3810.2021808736,1,22,1
56,8833.84768012911,0,49,0
36,2185.08591805585,0,2,0
38,1295.57196306996,0,8,0
37,7000.88152335957,0,29,0
26,7966.76610573195,0,11,0
41,2830.81767172553,1,49,0
59,5201.64334238507,0,37,0
52,8501.88152911142,0,14,0
28,1859.56489527598,1,7,0
19,2467.74826874025,1,32,0
22,3076.54137327336,1,12,0
63,5586.23513835482,0,27,0
64,2664.1512804199,1,27,0
24,7011.45280897617,0,5,0
65,6299.07785705291,1,4,0
37,2375.57537760586,0,29,0
65,9487.49607848004,1,15,0
57,3108.99094329216,1,26,1
36,6350.30318354256,1,1,0
70,5152.24455622956,1,25,0
52,3654.46921740659,1,26,0
21,8801.93552630953,1,21,1
37,4396.03602257557,1,38,0
39,4241.27169698477,1,41,0
56,7119.29611023515,0,27,0
64,3916.84250719845,0,44,0
23,5800.55432138033,0,13,0
61,1116.89753364772,1,49,0
31,7518.76192446798,1,16,0
67,8167.60605061427,1,15,1
27,5965.50751873292,0,2,0
60,2199.73437092267,1,13,0
53,5640.9874795936,0,16,0
69,8326.96667243727,1,8,0
27,2112.50456888229,1,25,1
58,7297.15354298241,0,2,1
33,2093.54668622836,0,0,1
30,6871.82588828728,0,39,0
68,2458.1043778453,0,12,1
56,1017.50141591765,0,25,0
21,5321.73321396112,1,19,1
65,1570.79658587463,1,45,0
21,5184.7447885666,0,4,0
46,4747.41009739228,0,39,0
25,9850.94244079664,1,15,0
62,8570.9379799664,1,7,0
40,8952.912470093,0,12,0
58,7412.90211887099,0,37,1
19,8930.46842189506,0,50,0
47,5314.28968999535,1,11,0
43,7831.02806750685,1,17,0
24,7358.68057841435,1,6,0
20,4422.37402219325,1,17,0
57,6797.10362292826,0,46,0
27,6897.12177007459,0,20,0
48,5480.99828418344,0,6,1
38,5203.88097944669,1,28,1
59,3550.20711570978,0,36,0
23,2613.33210323937,1,36,1
36,2093.58093049377,1,13,0
24,6638.74720549211,0,50,0
48,1466.00316581316,1,43,0
32,2826.94491185248,1,35,0
58,6646.9158353284,0,48,0
36,9919.91396201774,1,42,1
50,3006.41547120176,1,17,0
68,4437.23032530397,0,22,0
43,8758.26316419989,1,49,0
28,5404.02304707095,0,34,0
18,5786.19637480006,1,33,0
25,2046.74806911498,1,2,0
35,5231.16010962985,0,44,0
31,1873.38079675101,0,41,0
52,4492.04152845778,1,5,1
69,7723.64490339532,1,29,0
57,4827.52902805805,1,45,1
39,7287.89076046087,1,8,0
40,1957.65376510099,1,1,1
57,9120.02742732875,1,37,0
40,9768.70176754892,1,6,0
30,2808.03230195306,1,26,0
39,6978.03253075108,1,31,1
56,3717.00108796358,0,50,1
49,5661.52389673516,0,34,1
70,9912.53774263896,0,2,0
19,8808.12630150467,1,6,0
64,8154.63286149316,1,46,0
21,4547.11491335183,0,0,0
47,5615.86550553329,0,8,0
66,6959.21869110316,0,5,0
47,3964.0294557903,0,33,0
35,2636.26221800223,1,49,0
32,3753.14182601869,0,32,0
49,9209.76715674624,1,19,1
44,3081.24559489079,0,11,1
70,8373.87519306503,0,30,0
40,8212.69321301952,1,43,0
47,2482.05198021606,1,12,0
37,4837.2705555521,1,4,1
33,8254.25933697261,1,7,1
66,4684.96366566978,1,3,1
57,8231.99370596558,1,26,1
23,2192.14455550537,1,12,1
59,8703.2657340169,0,14,0
37,9704.87561589107,0,36,1
60,8904.49622529559,0,19,0
22,6938.74452426098,1,42,0
18,4053.45432739705,1,43,0
27,3192.07418849692,1,46,1
23,7752.56739999168,0,35,0
54,4964.96301866136,0,0,0
47,9640.51771629602,0,19,0
45,2859.22819538973,1,17,1
28,9244.94945351034,1,37,1
68,4037.04635589384,0,28,1
56,4877.84683750942,1,21,0
61,2856.49692709558,1,49,0
61,2375.35474495962,1,31,0
38,8260.98126498982,0,25,0
35,2136.14392885938,1,47,0
45,8090.88858426549,1,29,0
19,9143.57510604896,1,20,0
51,8313.94288176671,1,35,0
42,9819.52786818147,0,17,0
18,4604.47383997962,1,26,1
39,8135.4632100556,1,36,0
53,3587.25132234395,0,41,0
27,7175.25691865012,1,32,0
46,1004.93700383231,1,21,1
30,9262.32864661142,0,39,1
